age,gender,occupation,donation_frequency,donation_start_date,is_credit_card,amount,is_instant_pay,is_email_verified,is_address_verified,sign_up_date,sign_up_channel,is_cancel
36,Male,Accountant,Monthly,16/01/2020,1,30,0,1,1,16/12/2019,Door to Door,1
50,Female,Health Professional,Monthly,16/01/2020,1,25,0,1,1,16/12/2019,Door to Door,1
37,Female,Other,Monthly,16/01/2020,1,25,0,1,1,16/12/2019,Door to Door,1
38,Female,Retail Worker,Monthly,16/01/2020,1,40,0,0,1,17/12/2019,Street,1
31,Male,Finance Worker,Monthly,16/01/2020,1,30,0,1,1,17/12/2019,Door to Door,1
37,Male,IT Professional,Monthly,16/01/2020,1,30,0,1,1,17/12/2019,Door to Door,1
35,Female,IT Professional,Monthly,16/01/2020,1,25,0,1,1,19/12/2019,Door to Door,1
45,Female,Other,Monthly,16/01/2020,1,25,0,1,1,20/12/2019,Door to Door,1
39,Female,Human Resource Professional,Monthly,2/01/2020,1,25,0,1,1,20/12/2019,Door to Door,1
37,Female,Manager,Monthly,16/01/2020,1,30,0,1,1,27/12/2019,Door to Door,1
41,Female,Other,Monthly,16/01/2020,1,25,0,1,1,3/01/2020,Door to Door,0
61,Male,Other,Monthly,16/01/2020,1,25,0,1,1,3/01/2020,Door to Door,0
77,Female,Other,Monthly,16/01/2020,1,25,0,1,1,3/01/2020,Door to Door,1
22,Male,City watch police,Monthly,12/02/2020,1,30,0,1,0,6/01/2020,Street,0
23,Female,Waitress,Monthly,20/01/2020,1,30,0,1,0,6/01/2020,Street,0
25,Female,Claims consultant,Monthly,12/02/2020,1,30,0,1,1,6/01/2020,Street,0
23,Male,Warehouse person,Monthly,15/01/2020,1,30,0,1,1,6/01/2020,Street,0
24,Male,Mobil Store Manager,Monthly,1/02/2020,1,30,0,1,1,6/01/2020,Door to Door,0
23,Female,Hotel,Monthly,20/01/2020,1,30,0,1,1,6/01/2020,Door to Door,0
47,Female,Finance Worker,Monthly,16/01/2020,1,30,0,1,1,6/01/2020,Door to Door,0
54,Male,Other,Monthly,16/01/2020,1,25,0,1,1,6/01/2020,Door to Door,0
26,Female,Finance Worker,Monthly,16/01/2020,1,25,0,1,1,6/01/2020,Door to Door,1
24,Male,Gallery Assistant,Monthly,1/02/2020,1,30,0,1,1,7/01/2020,Street,0
35,Male,Pharmacist,Monthly,1/02/2020,1,30,1,1,1,7/01/2020,Street,0
24,Female,Case manager,Monthly,15/01/2020,1,30,0,1,1,7/01/2020,Street,0
36,Male,Naval Officer,Monthly,1/02/2020,1,30,0,1,1,7/01/2020,Street,0
37,Male,Other,Monthly,16/01/2020,1,25,0,1,1,7/01/2020,Door to Door,0
51,Male,IT Professional,Monthly,16/01/2020,1,25,0,1,1,7/01/2020,Door to Door,0
27,Female,Free view,Monthly,12/02/2020,1,25,0,1,1,7/01/2020,Door to Door,0
45,Male,Project Manager,Monthly,1/02/2020,1,30,0,1,1,7/01/2020,Street,0
42,Male,Sales manager,Monthly,1/02/2020,1,40,0,1,1,7/01/2020,Door to Door,0
28,Male,Packing,Monthly,15/01/2020,1,30,0,1,1,7/01/2020,Door to Door,0
62,Male,Business Owner,Monthly,16/01/2020,1,25,0,1,1,7/01/2020,Door to Door,0
45,Female,Business Owner,Monthly,16/01/2020,1,25,0,1,1,7/01/2020,Door to Door,0
41,Male,Engineer,Monthly,15/01/2020,1,30,0,1,1,8/01/2020,Street,0
35,Female,Caregiver,Monthly,1/02/2020,1,30,0,1,0,8/01/2020,Street,0
35,Female,Health Professional,Monthly,16/01/2020,1,25,0,1,1,8/01/2020,Door to Door,0
41,Male,Finance Worker,Monthly,16/01/2020,1,30,0,1,1,8/01/2020,Door to Door,0
41,Female,Business Owner,Monthly,16/01/2020,1,25,0,1,1,8/01/2020,Door to Door,0
29,Male,Insurance,Monthly,12/02/2020,1,30,0,1,1,8/01/2020,Street,0
45,Female,Legal Professional,Monthly,5/03/2020,1,25,0,1,1,8/01/2020,Door to Door,0
38,Male,Coach,Monthly,20/01/2020,1,30,0,1,1,8/01/2020,Street,0
44,Male,Manager,Monthly,16/01/2020,1,30,0,1,1,8/01/2020,Door to Door,0
29,Female,Engineer,Monthly,16/01/2020,1,25,0,1,1,8/01/2020,Mall,0
46,Female,Accountant,Monthly,16/01/2020,1,25,0,1,1,8/01/2020,Door to Door,0
29,Male,Security analyst,Monthly,1/02/2020,1,30,0,1,1,8/01/2020,Door to Door,0
26,Male,Construction Worker,Monthly,16/01/2020,1,25,0,1,1,8/01/2020,Door to Door,0
49,Male,Accountant,Monthly,16/01/2020,1,25,0,1,1,8/01/2020,Door to Door,0
26,Female,Other,Monthly,6/02/2020,1,25,0,1,1,8/01/2020,Door to Door,1
25,Male,Sale rep,Monthly,12/02/2020,1,30,0,1,1,9/01/2020,Street,0
69,Male,Farmer,Monthly,12/02/2020,1,30,0,1,1,9/01/2020,Street,0
37,Female,Customer service,Monthly,1/02/2020,1,40,0,1,1,9/01/2020,Street,0
28,Male,Chef,Monthly,1/02/2020,1,30,1,1,1,9/01/2020,Door to Door,0
43,Male,Software Engineer,Monthly,12/02/2020,1,30,0,1,1,9/01/2020,Street,0
46,Male,Construction Worker,Monthly,16/01/2020,1,25,0,1,1,9/01/2020,Door to Door,0
40,Male,Concrete Operator,Monthly,12/02/2020,1,30,0,1,1,9/01/2020,Street,0
30,Male,Security consultant,Monthly,1/02/2020,1,30,1,1,1,9/01/2020,Street,0
39,Female,Other,Monthly,16/01/2020,1,25,0,1,1,9/01/2020,Door to Door,0
25,Female,Hospitality ,Monthly,1/02/2020,1,30,0,1,1,9/01/2020,Street,0
36,Female,Partner Working,Monthly,12/02/2020,1,30,0,1,1,9/01/2020,Street,0
52,Male,Teacher,Monthly,12/02/2020,1,25,0,1,1,9/01/2020,Street,0
22,Male,Maccas,Monthly,12/02/2020,1,30,0,1,1,9/01/2020,Street,0
25,Male,Office support,Monthly,1/02/2020,1,30,0,1,0,9/01/2020,Street,0
41,Female,Other,Monthly,16/01/2020,1,25,0,1,1,9/01/2020,Door to Door,0
41,Female,Social Worker,Monthly,16/01/2020,1,25,0,1,1,9/01/2020,Door to Door,0
45,Male,IT Professional,Monthly,16/01/2020,1,30,0,1,1,9/01/2020,Door to Door,0
25,Female,Retwil,Monthly,1/02/2020,1,30,0,1,0,10/01/2020,Street,0
52,Female,Writer,Monthly,1/02/2020,1,30,0,1,1,10/01/2020,Street,0
33,Male,Software engineer,Monthly,12/02/2020,1,25,0,1,1,10/01/2020,Door to Door,0
42,Male,JFC ,Monthly,12/02/2020,1,40,0,1,1,10/01/2020,Street,0
49,Male,Research assistant,Monthly,11/03/2020,1,25,0,1,1,10/01/2020,Door to Door,0
22,Male,Traffic,Monthly,1/02/2020,1,30,0,1,1,10/01/2020,Street,0
37,Female,Other,Monthly,20/02/2020,1,25,0,1,1,10/01/2020,Door to Door,0
58,Female,Manager,Monthly,16/01/2020,1,25,0,1,1,10/01/2020,Door to Door,0
68,Male,Programmer,Monthly,1/02/2020,1,30,0,1,0,10/01/2020,Street,0
22,Male,Farmer ,Monthly,1/02/2020,1,30,0,1,0,10/01/2020,Street,0
32,Male,Occupational Therapist,Monthly,1/02/2020,1,30,0,1,1,10/01/2020,Street,0
49,Female,Ops manager,Monthly,12/02/2020,1,25,0,1,1,10/01/2020,Door to Door,0
69,Female,Real estate salesperson,Monthly,12/02/2020,1,30,0,1,1,10/01/2020,Door to Door,0
39,Male,Civil construction,Monthly,12/02/2020,1,40,0,1,1,10/01/2020,Street,0
53,Male,Forensic science,Monthly,15/01/2020,1,30,0,1,0,10/01/2020,Street,0
22,Female,Waitress,Monthly,1/02/2020,1,30,0,1,1,10/01/2020,Street,0
31,Female,Social Worker,Monthly,16/01/2020,1,25,0,1,1,10/01/2020,Street,0
27,Female,Teacher,Monthly,1/02/2020,1,30,0,1,1,10/01/2020,Street,0
41,Male,Serviseman maintanance,Monthly,1/02/2020,1,30,0,1,0,10/01/2020,Street,0
32,Male,Other,Monthly,16/01/2020,1,25,0,1,1,10/01/2020,Door to Door,0
39,Male,finance,Monthly,16/01/2020,1,25,0,1,1,10/01/2020,Door to Door,1
26,Male,Miner,Monthly,6/02/2020,1,30,0,0,1,10/01/2020,Door to Door,1
45,Male,Other,Monthly,16/01/2020,1,25,0,1,1,10/01/2020,Door to Door,1
36,Female,Other,Monthly,6/02/2020,1,25,0,1,1,10/01/2020,Door to Door,1
61,Female,Manager,Monthly,16/01/2020,1,25,0,1,1,11/01/2020,Door to Door,0
22,Female,Animation,Monthly,20/01/2020,1,30,0,1,1,13/01/2020,Street,0
45,Male,IT,Monthly,12/02/2020,1,25,0,1,1,13/01/2020,Street,0
23,Male,nurse,Monthly,1/02/2020,1,30,1,1,1,13/01/2020,Door to Door,0
55,Female,Carer,Monthly,15/02/2020,1,30,0,1,1,13/01/2020,Street,0
27,Male,Analyst,Monthly,15/02/2020,1,30,0,1,1,13/01/2020,Street,0
61,Female,Social Worker,Monthly,6/02/2020,1,25,0,1,1,13/01/2020,Door to Door,0
67,Male,Rettire,Monthly,1/02/2020,1,30,0,1,1,13/01/2020,Street,0
71,Female, Other,Monthly,6/02/2020,1,30,0,1,1,13/01/2020,Door to Door,0
35,Male,Bussines owner  ,Monthly,1/02/2020,1,30,0,1,1,13/01/2020,Street,0
23,Female,Tourism,Monthly,20/01/2020,1,30,0,1,0,13/01/2020,Street,0
37,Male, Health Professional,Monthly,6/02/2020,1,30,0,1,1,13/01/2020,Door to Door,0
69,Male, Other,Monthly,6/02/2020,1,25,0,1,1,13/01/2020,Door to Door,0
60,Female, Other,Monthly,6/02/2020,1,25,0,1,1,13/01/2020,Door to Door,0
52,Female,Legal Professional,Monthly,6/02/2020,1,25,0,1,1,13/01/2020,Door to Door,0
49,Female,Accountant,Monthly,6/02/2020,1,38,0,1,1,13/01/2020,Door to Door,0
35,Female,ICT Professionals,Monthly,1/02/2020,1,100,0,1,1,13/01/2020,Street,1
31,Female,Hospitality Workers,Monthly,1/02/2020,1,30,0,1,1,13/01/2020,Door to Door,1
45,Female,Nurse,Monthly,12/02/2020,1,30,0,1,1,14/01/2020,Door to Door,0
55,Female,Nanny,Monthly,12/02/2020,1,25,0,1,1,14/01/2020,Door to Door,0
22,Male,Photography,Monthly,20/01/2020,1,30,0,1,1,14/01/2020,Street,0
23,Male,Cinematographer,Monthly,15/02/2020,1,30,0,1,1,14/01/2020,Street,0
54,Female,Health Professional,Monthly,6/02/2020,1,25,0,1,1,14/01/2020,Door to Door,0
30,Female, Other,Monthly,6/02/2020,1,25,0,1,1,14/01/2020,Door to Door,0
25,Male,Construction,Monthly,12/02/2020,1,30,0,1,1,14/01/2020,Street,0
25,Male,Barista,Monthly,1/02/2020,1,30,0,1,1,14/01/2020,Street,0
26,Male, Other,Monthly,6/02/2020,1,25,0,1,1,14/01/2020,Door to Door,0
25,Male,Manager,Monthly,12/02/2020,1,25,0,0,1,14/01/2020,Street,0
28,Female,Health caregiver,Monthly,1/02/2020,1,30,0,1,1,14/01/2020,Door to Door,0
33,Male,Electrician,Monthly,15/02/2020,1,30,1,1,1,14/01/2020,Street,0
47,Male,Supervisor,Monthly,12/02/2020,1,25,0,1,1,14/01/2020,Street,0
34,Female,Business Owner,Monthly,6/02/2020,1,45,0,1,1,14/01/2020,Door to Door,0
35,Female,Other,Monthly,2/02/2020,1,35,0,1,1,14/01/2020,Mall,0
29,Female,Hospitality Workers,Monthly,1/02/2020,1,30,0,1,1,14/01/2020,Door to Door,0
25,Male,Sales,Monthly,14/05/2020,1,30,0,1,1,14/01/2020,Street,1
68,Female,Other Labourers,Monthly,1/02/2020,1,39,0,1,1,14/01/2020,Street,1
25,Female, Hospitality Worker,Monthly,6/02/2020,1,25,0,1,1,14/01/2020,Door to Door,1
32,Male, Animal Worker,Monthly,6/02/2020,1,30,0,1,0,14/01/2020,Street,1
26,Male,Marketing,Monthly,15/02/2020,1,30,0,1,1,15/01/2020,Street,0
24,Male,Retail,Monthly,1/02/2020,1,30,0,1,0,15/01/2020,Street,0
28,Male,Farmer,Monthly,12/02/2020,1,30,0,1,1,15/01/2020,Street,0
33,Female,Housewife,Monthly,15/02/2020,1,30,0,1,1,15/01/2020,Street,0
24,Male,Recruitment,Monthly,1/02/2020,1,30,0,1,0,15/01/2020,Street,0
55,Female,Health Care,Monthly,1/02/2020,1,30,0,1,0,15/01/2020,Door to Door,0
31,Male,Government,Monthly,20/01/2020,1,30,0,1,1,15/01/2020,Street,0
46,Female,Chef,Monthly,1/02/2020,1,30,0,1,1,15/01/2020,Street,0
42,Male,Youth worker,Monthly,12/02/2020,1,25,0,1,1,15/01/2020,Street,0
45,Female,Other,Monthly,5/03/2020,1,25,0,1,1,15/01/2020,Door to Door,0
88,Male,Other,Monthly,1/02/2020,1,30,0,1,1,15/01/2020,Door to Door,0
28,Male,IT,Monthly,12/02/2020,1,30,0,1,1,15/01/2020,Street,0
79,Female,Storepersons,Monthly,1/02/2020,1,40,0,1,1,15/01/2020,Door to Door,0
27,Male,Jetts / PT,Monthly,12/02/2020,1,30,0,1,1,15/01/2020,Street,0
32,Male, Other,Monthly,6/02/2020,1,25,0,1,1,15/01/2020,Door to Door,0
53,Male, Legal Professional,Monthly,6/02/2020,1,30,0,1,1,15/01/2020,Door to Door,0
67,Male, Health Professional,Monthly,6/02/2020,1,30,0,1,1,15/01/2020,Door to Door,0
55,Female,Other,Monthly,6/02/2020,1,25,0,1,1,15/01/2020,Door to Door,0
32,Male, Animal Worker,Monthly,6/02/2020,1,30,0,1,1,15/01/2020,Street,1
31,Male,Health Professionals,Monthly,1/02/2020,1,30,0,1,1,15/01/2020,Street,1
31,Male, Other,Monthly,6/02/2020,1,25,0,1,1,15/01/2020,Door to Door,1
32,Male,Biologist ,Monthly,15/02/2020,1,30,1,1,1,16/01/2020,Street,0
36,Male,Farmer,Monthly,12/02/2020,1,30,0,1,1,16/01/2020,Street,0
23,Female,Mum,Monthly,15/02/2020,1,30,1,1,0,16/01/2020,Street,0
22,Male,Retail,Monthly,12/02/2020,1,25,0,1,1,16/01/2020,Street,0
31,Male,Stopper,Monthly,12/02/2020,1,30,0,1,1,16/01/2020,Street,0
31,Male, Construction Worker,Monthly,6/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
35,Female,Hospitality,Monthly,15/02/2020,1,30,1,1,1,16/01/2020,Street,0
30,Female,Partner Working,Monthly,20/02/2020,1,30,0,1,1,16/01/2020,Street,0
37,Male, Engineer,Monthly,6/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
23,Male,Engineer,Monthly,12/02/2020,1,25,0,1,1,16/01/2020,Street,0
27,Male,Other,Monthly,6/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
39,Female,NZ Post,Monthly,1/02/2020,1,30,0,1,0,16/01/2020,Door to Door,0
27,Male,Painter,Monthly,12/02/2020,1,25,0,1,1,16/01/2020,Street,0
24,Male,Factory,Monthly,15/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
37,Male,Business Owner,Monthly,6/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
34,Female,Hospitality Workers,Monthly,1/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
33,Male,Engineer,Monthly,6/02/2020,1,30,0,1,1,16/01/2020,Door to Door,0
54,Female,Fibre glass,Monthly,1/02/2020,1,30,0,1,1,16/01/2020,Street,0
30,Female,Sports Worker,Monthly,6/02/2020,1,25,0,1,1,16/01/2020,Door to Door,0
39,Male,Other Labourers,Monthly,1/02/2020,1,20,0,1,1,16/01/2020,Door to Door,0
55,Male,Teacher,Monthly,12/02/2020,1,50,0,1,1,17/01/2020,Street,0
47,Female,Business owner,Monthly,12/02/2020,1,30,0,0,1,17/01/2020,Street,0
24,Male,Gib fixer,Monthly,20/02/2020,1,30,0,1,1,17/01/2020,Street,0
32,Female,Nanny,Monthly,1/02/2020,1,30,0,1,1,17/01/2020,Door to Door,0
24,Male,Checkout Assistant ,Monthly,20/02/2020,1,30,1,1,1,17/01/2020,Street,0
33,Female,Teacher,Monthly,12/02/2020,1,25,0,0,1,17/01/2020,Door to Door,0
22,Female,Construction,Monthly,1/02/2020,1,30,0,1,1,17/01/2020,Street,0
52,Male,IT,Monthly,15/02/2020,1,30,0,1,1,17/01/2020,Street,0
22,Female,Nanny,Monthly,1/02/2020,1,30,0,1,1,17/01/2020,Street,0
38,Female, Health Professional,Monthly,6/02/2020,1,25,0,1,1,17/01/2020,Door to Door,0
61,Female,Carer,Monthly,6/02/2020,1,25,0,1,1,17/01/2020,Street,0
38,Female,Hospitality Worker,Monthly,6/02/2020,1,30,0,1,1,17/01/2020,Door to Door,0
33,Female,Marketing,Monthly,15/02/2020,1,28,1,1,1,17/01/2020,Door to Door,0
26,Female,Electrical expert ,Monthly,15/02/2020,1,30,0,1,1,17/01/2020,Street,0
23,Male,Project Manager,Monthly,12/02/2020,1,25,0,1,1,17/01/2020,Street,0
66,Female,Musician,Monthly,12/02/2020,1,30,0,1,1,17/01/2020,Door to Door,0
39,Male, IT Professional,Monthly,6/02/2020,1,30,0,1,1,17/01/2020,Door to Door,0
79,Male, Other,Monthly,1/02/2020,1,20,0,1,1,17/01/2020,Door to Door,0
37,Male, Other,Monthly,1/02/2020,1,30,0,1,1,17/01/2020,Door to Door,0
45,Female,Writer,Monthly,12/02/2020,1,30,0,1,1,17/01/2020,Door to Door,1
28,Female,Locksmith,Monthly,1/02/2020,1,30,1,1,1,20/01/2020,Street,0
22,Male,Baker,Monthly,12/02/2020,1,30,0,1,1,20/01/2020,Street,0
33,Female,Trainer,Monthly,12/02/2020,1,25,0,1,1,20/01/2020,Street,0
32,Female,Factory outlet ,Monthly,1/02/2020,1,30,0,1,1,20/01/2020,Street,0
50,Male,Project manager,Monthly,12/02/2020,1,30,0,1,1,20/01/2020,Street,0
27,Female,Associate,Monthly,12/02/2020,1,30,0,1,1,20/01/2020,Street,0
24,Male,Carpenter,Monthly,12/02/2020,1,30,0,1,1,20/01/2020,Street,0
39,Female, Business Owner,Monthly,6/02/2020,1,30,0,1,1,20/01/2020,Door to Door,0
28,Male,Marketing,Monthly,15/02/2020,1,30,0,1,1,20/01/2020,Street,0
42,Male,Other,Monthly,6/02/2020,1,38,0,1,1,20/01/2020,Door to Door,0
47,Male, Construction Worker,Monthly,6/02/2020,1,30,0,1,1,20/01/2020,Door to Door,0
41,Male,Hospitality Worker,Monthly,6/02/2020,1,30,0,1,1,20/01/2020,Door to Door,0
27,Male,Screen printer,Monthly,15/02/2020,1,40,0,1,1,20/01/2020,Door to Door,0
72,Female,Other,Monthly,1/02/2020,1,20,0,1,1,20/01/2020,Door to Door,0
39,Female,Other,Monthly,6/02/2020,1,30,0,1,1,20/01/2020,Door to Door,0
29,Male,Teacher,Monthly,15/02/2020,1,30,1,1,1,20/01/2020,Door to Door,0
24,Male,Engineer,Monthly,1/02/2020,1,30,0,1,1,20/01/2020,Street,0
40,Male,Pastor,Monthly,15/02/2020,1,35,0,1,0,20/01/2020,Street,0
23,Male,Sail maker,Monthly,12/02/2020,1,30,0,1,1,20/01/2020,Street,0
57,Male, Other,Monthly,6/02/2020,1,35,0,1,1,20/01/2020,Door to Door,0
31,Female,Exec assistant,Monthly,12/02/2020,1,30,0,1,1,20/01/2020,Street,0
26,Male, Hospitality Workers,Monthly,15/02/2020,1,20,0,1,1,20/01/2020,Door to Door,0
48,Male,Construction Worker,Monthly,6/02/2020,1,30,0,1,1,20/01/2020,Door to Door,0
36,Male, Health Professionals,Monthly,15/02/2020,1,20,0,1,0,20/01/2020,Door to Door,0
65,Female,Other,Monthly,6/02/2020,1,25,0,1,1,20/01/2020,Door to Door,0
21,Male,Call center,Monthly,12/02/2020,1,25,0,1,1,20/01/2020,Street,1
61,Female,Other,Monthly,1/02/2020,1,20,0,1,1,20/01/2020,Door to Door,1
22,Female,Resource recovery office,Monthly,15/02/2020,1,30,0,1,0,21/01/2020,Street,0
79,Female,Councillor,Monthly,12/02/2020,1,30,0,1,1,21/01/2020,Door to Door,0
53,Male,Sky tv,Monthly,15/02/2020,1,30,1,1,1,21/01/2020,Door to Door,0
39,Female,Housewife ,Monthly,20/02/2020,1,30,1,1,1,21/01/2020,Street,0
72,Female,Health Professionals,Monthly,1/02/2020,1,30,0,1,1,21/01/2020,Street,0
73,Male,Whitter,Monthly,15/02/2020,1,30,0,1,0,21/01/2020,Street,0
49,Female,Carer,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Street,0
40,Female,Spark,Monthly,15/02/2020,1,30,0,1,1,21/01/2020,Street,0
52,Female,Lecturer,Monthly,20/02/2020,1,35,0,1,1,21/01/2020,Door to Door,0
31,Female,Waitress,Monthly,12/02/2020,1,30,0,1,1,21/01/2020,Street,0
31,Female, Arts Professional,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Door to Door,0
20,Male,Bar manager,Monthly,12/02/2020,1,30,0,1,1,21/01/2020,Street,0
36,Female,Science Professional,Monthly,6/02/2020,1,25,0,1,0,21/01/2020,Door to Door,0
41,Male, Other,Monthly,6/02/2020,1,30,0,1,1,21/01/2020,Door to Door,0
22,Male,Supermarket worker ,Monthly,12/02/2020,1,30,0,1,1,21/01/2020,Street,0
35,Male,Other Labourers,Monthly,1/02/2020,1,20,0,1,1,21/01/2020,Door to Door,0
34,Male,Working,Monthly,1/02/2020,1,30,0,1,1,21/01/2020,Street,0
29,Male,Care worker,Monthly,12/02/2020,1,25,0,1,1,21/01/2020,Street,0
43,Female,Housewife,Monthly,1/02/2020,1,30,0,1,1,21/01/2020,Door to Door,0
23,Male,Engineer ,Monthly,20/02/2020,1,30,0,1,0,21/01/2020,Street,0
59,Male, Other,Monthly,6/02/2020,1,30,0,1,1,21/01/2020,Door to Door,0
51,Male,Hospitality Workers,Monthly,1/02/2020,1,40,0,1,1,21/01/2020,Door to Door,0
39,Female,Legal Professional,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Door to Door,0
64,Male,Other,Monthly,1/02/2020,1,20,0,1,1,21/01/2020,Door to Door,0
47,Female, Other,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Door to Door,0
36,Male,Storepersons,Monthly,1/02/2020,1,20,0,1,1,21/01/2020,Door to Door,0
25,Male, Health Professional,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Door to Door,0
35,Female,Science Professional,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Door to Door,0
28,Male,Hairstylist,Monthly,12/02/2020,1,30,0,1,1,21/01/2020,Street,1
35,Male, Other,Monthly,6/02/2020,1,30,0,1,1,21/01/2020,Door to Door,1
28,Male,Other,Monthly,6/02/2020,1,25,0,1,1,21/01/2020,Door to Door,1
32,Female,Health Professionals,Monthly,1/02/2020,1,30,0,1,1,21/01/2020,Door to Door,1
26,Female,Resturant Manager,Monthly,1/02/2020,1,40,0,1,1,22/01/2020,Door to Door,0
57,Female,Caregiver,Monthly,15/02/2020,1,30,0,1,1,22/01/2020,Street,0
32,Male,Transport Professional,Monthly,6/02/2020,1,30,0,1,1,22/01/2020,Door to Door,0
29,Female,RN,Monthly,1/02/2020,1,35,0,1,1,22/01/2020,Street,0
41,Female, Other,Monthly,6/02/2020,1,30,0,1,1,22/01/2020,Door to Door,0
34,Female,Accountant,Monthly,6/02/2020,1,25,0,1,1,22/01/2020,Door to Door,0
23,Male,Casino worker,Monthly,12/02/2020,1,30,0,1,1,22/01/2020,Street,0
41,Female,Other,Monthly,1/02/2020,1,30,0,1,1,22/01/2020,Door to Door,0
51,Male,Finance Worker,Monthly,6/02/2020,1,25,0,1,1,22/01/2020,Door to Door,0
57,Male,Fiber optic provisioning,Monthly,12/02/2020,1,25,0,1,1,22/01/2020,Street,0
28,Female,Bnz,Monthly,12/02/2020,1,25,0,1,1,22/01/2020,Street,0
23,Male,Consultant,Monthly,20/02/2020,1,35,0,1,1,22/01/2020,Door to Door,0
40,Female, Legal Professional,Monthly,6/02/2020,1,30,0,1,1,22/01/2020,Door to Door,0
28,Female,Chef,Monthly,20/02/2020,1,30,1,1,1,22/01/2020,Street,0
22,Male,Construction,Monthly,1/02/2020,1,30,0,1,1,22/01/2020,Street,0
22,Male,Electrician,Monthly,1/02/2020,1,30,0,1,0,22/01/2020,Street,0
34,Male,Team Manager,Monthly,12/02/2020,1,30,0,1,1,22/01/2020,Street,0
25,Male,Analyst,Monthly,20/02/2020,1,30,1,1,1,22/01/2020,Street,0
58,Male,Other Labourers,Monthly,1/02/2020,1,25,0,1,1,22/01/2020,Door to Door,0
54,Male,Business Owner,Monthly,6/02/2020,1,30,0,1,1,22/01/2020,Door to Door,0
29,Male,Construction Worker,Monthly,6/02/2020,1,25,0,1,1,22/01/2020,Door to Door,0
29,Male,Other Labourers,Monthly,1/02/2020,1,25,0,1,1,22/01/2020,Door to Door,0
29,Female,Hospitality Worker,Monthly,6/02/2020,1,25,0,1,1,22/01/2020,Door to Door,1
29,Male,Working,Monthly,12/02/2020,1,30,0,0,1,22/01/2020,Street,1
30,Male,Other Labourers,Monthly,1/02/2020,1,30,0,1,1,22/01/2020,Street,1
54,Male,Professor,Monthly,15/02/2020,1,30,1,1,1,23/01/2020,Street,0
45,Female,Other,Monthly,6/02/2020,1,38,0,1,1,23/01/2020,Door to Door,0
44,Female,Operation manager,Monthly,15/02/2020,1,30,0,1,0,23/01/2020,Street,0
33,Male,Accountant,Monthly,20/02/2020,1,30,0,1,1,23/01/2020,Street,0
48,Female,Sales Representative,Monthly,6/02/2020,1,40,0,1,1,23/01/2020,Door to Door,0
22,Female,Sales Assistant,Monthly,20/02/2020,1,30,0,1,1,23/01/2020,Door to Door,0
88,Female,Other,Monthly,1/02/2020,1,20,0,1,1,23/01/2020,Door to Door,0
83,Female,pension,Monthly,1/02/2020,1,20,0,1,1,23/01/2020,Door to Door,0
73,Female,Other,Monthly,1/02/2020,1,20,0,1,1,23/01/2020,Door to Door,0
58,Female,Health Professionals,Monthly,1/02/2020,1,40,0,1,1,23/01/2020,Door to Door,0
75,Female,Other,Monthly,6/02/2020,1,25,0,1,1,23/01/2020,Door to Door,1
66,Female,Other,Monthly,1/02/2020,1,20,0,1,1,23/01/2020,Door to Door,1
75,Female,Teacher,Monthly,12/02/2020,1,25,0,1,1,24/01/2020,Door to Door,0
48,Male,School teacher,Monthly,12/02/2020,1,25,0,1,1,24/01/2020,Street,0
35,Male,Plumber,Monthly,9/04/2020,1,25,0,1,1,24/01/2020,Street,0
24,Female,Scientist ,Monthly,12/02/2020,1,25,0,1,1,24/01/2020,Street,0
47,Male,Artist ,Monthly,1/02/2020,1,30,0,1,1,24/01/2020,Street,0
35,Male,Transport,Monthly,15/02/2020,1,40,0,1,0,24/01/2020,Street,0
33,Female,Cafe,Monthly,20/02/2020,1,30,0,1,1,24/01/2020,Door to Door,0
62,Male, Musician,Monthly,6/02/2020,1,30,0,1,1,24/01/2020,Door to Door,0
63,Female,Other,Monthly,6/02/2020,1,30,0,1,1,24/01/2020,Door to Door,0
57,Female,Stylist,Monthly,12/02/2020,1,25,0,1,1,24/01/2020,Street,0
29,Male,Hospitality Workers,Monthly,1/02/2020,1,20,0,1,1,24/01/2020,Door to Door,0
42,Female,Legal Professional,Monthly,6/02/2020,1,25,0,1,1,24/01/2020,Door to Door,0
45,Female,Other,Monthly,1/02/2020,1,20,0,1,1,24/01/2020,Door to Door,0
38,Male,Spark electrical ,Monthly,12/02/2020,1,30,0,1,1,24/01/2020,Street,0
28,Male,Restaurant worker,Monthly,12/02/2020,1,30,0,0,1,24/01/2020,Street,0
52,Male,Other Labourers,Monthly,1/02/2020,1,20,0,1,1,24/01/2020,Door to Door,0
40,Female,Hospitality Workers,Monthly,1/02/2020,1,20,0,1,1,24/01/2020,Door to Door,0
